Restaurant_ID,Restaurant_name,Chain_local,Cuisine,Latitude,Longitude,City,Country,Opening_year,Delivery_available,Takeaway,Dine_in,Reservations,Price_level,Average_rating,Review_count,Business_status,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability,Estimated_value_score,Avg_Current_Price,Avg_Previous_Price,Avg_Price_Change,Price_Change_Pct,Cost_of_living_index,Average_income,Currency,Region,FX_Rate,Delivery_fee_USD,Service_fee_USD,Packaging_fee_USD,Minimum_order_USD,Avg_Current_Price_USD,Avg_Previous_Price_USD,Delivery_Platform,Total_Platform_Fees_USD,Fee_Overhead_Pct,Menu_Markup_Pct,Total_Consumer_Markup_Pct
RES000011,Osaka Japanese Place 11,Local,Japanese,-50.432663,54.882225,Osaka,Japan,2001,True,False,True,True,1,4.6,2510,Operational,9.28,1.82,0.7,47.0,43.0,1.86,20.0,0.081,False,1.0,14.6025,13.0,1.6025,10.944641697811665,80,40000,JPY,Asia,0.0065,0.06031999999999999,0.01183,0.004549999999999999,0.13,0.09491625,0.08449999999999999,Demae-can,0.07669999999999999,80.80722945513065,10.944641697811665,91.75187115294231
RES000012,Mexican Chain 12,Chain,Mexican,-7.983916,166.02172,Delhi,India,1967,False,True,False,True,3,4.1,3699,Operational,,,,,,,,,,9.1,66.76166666666667,60.22666666666667,6.535,11.97219923453505,38,14000,INR,Asia,0.012,,,,,0.8011400000000001,0.72272,Swiggy,0.0,0.0,11.97219923453505,11.97219923453505
RES000013,Italian Chain 13,Chain,Italian,-42.562566,100.414024,Los Angeles,USA,1993,True,False,False,True,4,4.6,2458,Operational,5.25,0.49,1.26,61.0,67.0,2.23,0.01,0.086,False,5.8,79.208,67.0,12.208,17.83863656191617,95,75000,USD,North America,1.0,5.25,0.49,1.26,0.01,79.208,67.0,DoorDash,7.0,8.837491050935625,17.83863656191617,26.676127612851797
RES000014,Sao Paulo Italian Place 14,Local,Italian,72.756401,100.15703,Sao Paulo,Brazil,2005,False,False,True,True,2,2.5,2577,Operational,,,,,,,,,,2.0,40.44,34.86,5.58,16.006884222407226,50,12000,BRL,South America,0.18,,,,,7.2791999999999994,6.2748,iFood,0.0,0.0,16.006884222407226,16.006884222407226
RES000015,Los Angeles Chinese Place 15,Local,Chinese,-6.768773,-60.106615,Los Angeles,USA,1950,False,True,False,False,2,4.5,3508,Operational,,,,,,,,,,3.4,36.105,30.69666666666667,5.408333333333334,18.231547981630293,95,75000,USD,North America,1.0,,,,,36.105,30.69666666666667,DoorDash,0.0,0.0,18.231547981630293,18.231547981630293
RES000016,Pizza Chain 16,Chain,Pizza,55.716595,103.576415,Rio de Janeiro,Brazil,2020,True,False,False,False,3,2.2,1789,Operational,2.5,4.48,0.83,84.0,82.0,2.0,18.89,0.083,False,7.9,47.705,40.519999999999996,7.1850000000000005,15.459506063283499,55,11000,BRL,South America,0.18,0.44999999999999996,0.8064,0.14939999999999998,3.4002,8.5869,7.293599999999999,iFood,1.4058,16.371447627030985,15.459506063283499,31.830953690314484
RES000017,London Japanese Place 17,Local,Japanese,-7.261116,50.226226,London,United Kingdom,2013,True,False,False,True,4,4.8,891,Operational,4.79,0.74,0.72,61.0,69.0,2.47,23.92,0.076,False,4.0,65.18,60.38,4.8,8.731271093108814,90,50000,GBP,Europe,1.28,6.1312,0.9472,0.9216,30.617600000000003,83.4304,77.2864,Uber Eats UK,8.0,9.58883081480095,8.731271093108814,18.320101907909766
RES000018,Manchester Pizza Place 18,Local,Pizza,-39.169714,68.985411,Manchester,United Kingdom,2007,True,True,False,True,2,5.0,3782,Operational,4.17,1.83,1.51,66.0,74.0,1.73,19.27,0.091,False,5.1,49.17166666666666,43.77166666666667,5.3999999999999995,11.821361670167363,75,35000,GBP,Europe,1.28,5.3376,2.3424,1.9328,24.6656,62.93973333333333,56.02773333333334,Deliveroo,9.6128,15.273022839737335,11.821361670167363,27.0943845099047
RES000019,Rio de Janeiro Mediterranean Place 19,Local,Mediterranean,73.173845,-2.805527,Rio de Janeiro,Brazil,1951,True,True,True,False,1,2.7,2151,Operational,1.28,4.96,0.76,18.0,14.0,1.9,21.61,0.023,True,4.3,22.308,19.406,2.902,15.89531351668359,55,11000,BRL,South America,0.18,0.2304,0.8927999999999999,0.1368,3.8897999999999997,4.01544,3.4930799999999995,Rappi,1.26,31.37886971817043,15.89531351668359,47.27418323485402
RES000020,Burger Chain 20,Chain,Burger,89.228332,11.734299,Rio de Janeiro,Brazil,2023,True,False,False,True,1,3.4,511,Operational,9.53,2.12,0.98,82.0,91.0,1.28,11.95,0.038,True,4.6,21.86,19.30666666666667,2.5533333333333332,14.675523816561222,55,11000,BRL,South America,0.18,1.7153999999999998,0.3816,0.1764,2.151,3.9347999999999996,3.4752,iFood,2.2734,57.77674652415714,14.675523816561222,72.45227034071836
RES000021,Chinese Chain 21,Chain,Chinese,-12.671637,-123.163857,London,United Kingdom,1950,True,False,False,True,4,4.5,1812,Operational,0.06,1.25,0.04,30.0,25.0,1.35,21.21,0.096,True,4.3,106.96600000000001,94.05799999999999,12.907999999999998,14.293072128492232,90,50000,GBP,Europe,1.28,0.0768,1.6,0.0512,27.1488,136.91648,120.39424,Uber Eats UK,1.728,1.2620832695809645,14.293072128492232,15.555155398073197
RES000022,Tokyo Burger Place 22,Local,Burger,-59.249298,46.950364,Tokyo,Japan,1962,False,False,True,False,4,3.5,1168,Operational,,,,,,,,,,2.4,76.27285714285713,67.52285714285715,8.75,11.7941919869868,85,45000,JPY,Asia,0.0065,,,,,0.49577357142857137,0.43889857142857147,Uber Eats JP,0.0,0.0,11.7941919869868,11.7941919869868
RES000023,Delhi Mediterranean Place 23,Local,Mediterranean,70.184968,-163.987881,Delhi,India,2012,False,True,True,True,1,3.6,3326,Operational,,,,,,,,,,9.4,18.036666666666665,15.988333333333335,2.0483333333333333,14.360922280506552,38,14000,INR,Asia,0.012,,,,,0.21644,0.19186000000000003,Zomato,0.0,0.0,14.360922280506552,14.360922280506552
RES000024,Mumbai Chinese Place 24,Local,Chinese,67.448729,-20.20856,Mumbai,India,2007,False,False,True,True,2,2.4,4477,Operational,,,,,,,,,,6.2,27.73,25.060000000000002,2.67,13.605394682267704,40,15000,INR,Asia,0.012,,,,,0.33276,0.30072000000000004,Swiggy,0.0,0.0,13.605394682267704,13.605394682267704
RES000025,Mexican Chain 25,Chain,Mexican,38.540015,-36.149351,Osaka,Japan,1980,True,True,True,False,2,3.4,1257,Operational,6.11,2.56,1.33,19.0,23.0,1.25,23.13,0.025,True,1.6,27.775,24.090000000000003,3.685,13.417709601230044,80,40000,JPY,Asia,0.0065,0.039715,0.01664,0.008645,0.15034499999999998,0.1805375,0.156585,Demae-can,0.065,36.00340093664233,13.417709601230044,49.42111053787237
RES000026,Burger Chain 26,Chain,Burger,-41.769467,-77.311211,Los Angeles,USA,2000,True,False,False,False,4,4.9,4459,Operational,3.14,2.15,1.86,67.0,73.0,2.07,3.26,0.072,False,2.9,56.47,50.88,5.59,10.986635004193495,95,75000,USD,North America,1.0,3.14,2.15,1.86,3.26,56.47,50.88,Uber Eats,7.15,12.661590000680187,10.986635004193495,23.64822500487368
RES000027,Los Angeles Mexican Place 27,Local,Mexican,26.572574,-121.222318,Los Angeles,USA,2005,True,True,True,True,2,4.9,873,Operational,4.58,3.45,0.93,90.0,100.0,1.27,24.92,0.045,True,6.1,41.11,36.27,4.84,13.344361363541179,95,75000,USD,North America,1.0,4.58,3.45,0.93,24.92,41.11,36.27,DoorDash,8.96,21.79518312344483,13.344361363541179,35.13954448698601
RES000028,American Chain 28,Chain,American,72.655715,-72.936624,Manchester,United Kingdom,2004,True,False,False,False,3,4.2,1794,Operational,5.74,1.68,0.56,30.0,25.0,1.49,14.02,0.036,False,2.2,41.702000000000005,36.938,4.764,12.484630267063705,75,35000,GBP,Europe,1.28,7.347200000000001,2.1504,0.7168000000000001,17.9456,53.37856000000001,47.280640000000005,Deliveroo,10.214400000000001,19.13577250611908,12.484630267063705,31.620402773182782
RES000029,Osaka Italian Place 29,Local,Italian,-41.037565,-153.804078,Osaka,Japan,2000,True,True,True,True,3,2.1,2694,Operational,8.02,2.87,1.65,76.0,86.0,1.26,5.89,0.082,False,0.7,,,,,80,40000,JPY,Asia,0.0065,0.052129999999999996,0.018655,0.010724999999999998,0.038285,,,Demae-can,0.08151,,,
RES000030,Delhi Brazilian Place 30,Local,Brazilian,2.789143,9.075067,Delhi,India,1960,True,True,False,False,2,3.0,3241,Operational,5.82,3.29,0.62,17.0,24.0,1.88,14.72,0.017,True,1.2,24.314,21.232,3.082,14.871313563193395,38,14000,INR,Asia,0.012,0.06984,0.03948,0.00744,0.17664000000000002,0.291768,0.254784,Swiggy,0.11676,40.01795941309735,14.871313563193395,54.88927297629075
RES000031,Delhi Burger Place 31,Local,Burger,-87.86337,-100.461958,Delhi,India,1991,False,False,True,False,2,4.6,3706,Operational,,,,,,,,,,7.1,46.93,40.455,6.4750000000000005,13.523420734805397,38,14000,INR,Asia,0.012,,,,,0.56316,0.48546,Zomato,0.0,0.0,13.523420734805397,13.523420734805397
RES000032,Japanese Chain 32,Chain,Japanese,68.017251,-135.740968,Tokyo,Japan,2015,True,False,True,False,3,4.6,3404,Operational,6.46,1.61,1.49,58.0,62.0,2.34,18.2,0.05,False,4.1,60.699999999999996,50.843333333333334,9.856666666666667,19.30837515237003,85,45000,JPY,Asia,0.0065,0.04199,0.010465,0.009685,0.11829999999999999,0.39454999999999996,0.3304816666666667,Uber Eats JP,0.06214,15.749548220635612,19.30837515237003,35.05792337300564
RES000033,Sao Paulo Brazilian Place 33,Local,Brazilian,-63.710917,-162.204457,Sao Paulo,Brazil,2002,True,False,False,False,2,2.6,4639,Operational,6.97,3.91,1.53,81.0,80.0,1.65,7.26,0.009,False,4.5,49.14000000000001,42.515,6.625,14.994043969547635,50,12000,BRL,South America,0.18,1.2546,0.7038,0.2754,1.3068,8.8452,7.652699999999999,Rappi,2.2338,25.2543723992253,14.994043969547635,40.248416368772936
RES000034,Sao Paulo French Place 34,Local,French,57.908244,-50.71909,Sao Paulo,Brazil,1992,True,True,True,True,4,2.4,4427,Operational,7.3,2.61,0.1,27.0,22.0,2.34,23.75,0.015,True,8.2,70.2375,63.0925,7.145,10.462704377991022,50,12000,BRL,South America,0.18,1.3139999999999998,0.46979999999999994,0.018,4.2749999999999995,12.64275,11.35665,iFood,1.8017999999999998,14.251645073133211,10.462704377991022,24.714349451124235
RES000035,London Japanese Place 35,Local,Japanese,-78.587184,76.641422,London,United Kingdom,2017,False,True,False,False,4,3.7,4382,Operational,,,,,,,,,,7.5,77.205,67.035,10.17,16.639584280013224,90,50000,GBP,Europe,1.28,,,,,98.8224,85.8048,Uber Eats UK,0.0,0.0,16.639584280013224,16.639584280013224
RES000036,Rio de Janeiro French Place 36,Local,French,-13.975236,162.348224,Rio de Janeiro,Brazil,1988,True,True,False,False,4,2.3,4829,Operational,8.57,0.34,1.18,73.0,70.0,1.77,5.19,0.009,True,2.1,89.02,74.38,14.64,19.682710141399436,55,11000,BRL,South America,0.18,1.5426,0.061200000000000004,0.21239999999999998,0.9342,16.0236,13.388399999999999,iFood,1.8161999999999998,11.334530858575421,19.682710141399436,31.01724099997486
RES000037,Italian Chain 37,Chain,Italian,64.175027,-174.784093,Rio de Janeiro,Brazil,1974,True,False,False,False,4,2.2,3983,Operational,0.87,0.07,0.43,69.0,68.0,1.64,17.28,0.067,False,1.9,89.9,77.235,12.665000000000001,14.2913134226885,55,11000,BRL,South America,0.18,0.1566,0.0126,0.0774,3.1104000000000003,16.182000000000002,13.902299999999999,Rappi,0.24659999999999999,1.5239153674505392,14.2913134226885,15.81522879013904
RES000038,London Thai Place 38,Local,Thai,29.468294,-37.989395,London,United Kingdom,1961,False,True,False,False,2,2.1,861,Operational,,,,,,,,,,2.2,60.56,53.365,7.195,13.49618362870152,90,50000,GBP,Europe,1.28,,,,,77.5168,68.30720000000001,Deliveroo,0.0,0.0,13.49618362870152,13.49618362870152
RES000039,French Chain 39,Chain,French,-30.786774,-175.885342,Sao Paulo,Brazil,1991,False,True,False,True,1,2.5,1728,Operational,,,,,,,,,,5.3,23.30625,20.0325,3.2737499999999997,16.86016122289099,50,12000,BRL,South America,0.18,,,,,4.195125,3.6058499999999998,Rappi,0.0,0.0,16.86016122289099,16.86016122289099
RES000040,Mumbai Thai Place 40,Local,Thai,-47.105137,63.125573,Mumbai,India,1997,False,True,False,True,1,3.9,3480,Operational,,,,,,,,,,4.8,20.07888888888889,17.72222222222222,2.356666666666667,14.182289408708174,40,15000,INR,Asia,0.012,,,,,0.2409466666666667,0.21266666666666667,Swiggy,0.0,0.0,14.182289408708174,14.182289408708174
RES000041,Manchester French Place 41,Local,French,20.086165,-162.576135,Manchester,United Kingdom,1982,True,True,False,True,1,3.5,3919,Operational,1.1,3.55,0.39,15.0,24.0,1.74,13.38,0.036,False,6.1,38.815,31.67,7.145,22.57748639952127,75,35000,GBP,Europe,1.28,1.4080000000000001,4.544,0.49920000000000003,17.1264,49.6832,40.537600000000005,Uber Eats UK,6.4512,12.984670613312538,22.57748639952127,35.56215701283381
RES000042,Delhi American Place 42,Local,American,-21.90693,-173.535476,Delhi,India,1965,True,False,True,True,2,3.5,3891,Operational,2.41,2.96,0.24,74.0,83.0,1.18,19.72,0.094,True,8.0,27.046666666666667,23.30666666666667,3.74,15.829613084965398,38,14000,INR,Asia,0.012,0.02892,0.03552,0.0028799999999999997,0.23664,0.32456,0.27968000000000004,Swiggy,0.06731999999999999,20.74186362501964,15.829613084965398,36.571476709985035
RES000043,Mumbai Thai Place 43,Local,Thai,54.619859,-158.187111,Mumbai,India,1960,True,False,False,False,4,5.0,428,Operational,2.37,3.44,0.48,50.0,46.0,1.63,18.58,0.063,False,8.7,,,,,40,15000,INR,Asia,0.012,0.028440000000000003,0.04128,0.0057599999999999995,0.22296,,,Zomato,0.07548,,,
RES000044,Brazilian Chain 44,Chain,Brazilian,-51.050984,149.155581,New York,USA,2002,True,True,False,False,4,4.3,108,Operational,9.1,4.25,1.55,45.0,43.0,1.17,0.36,0.076,False,8.4,86.75999999999999,75.535,11.225,13.191293945076369,100,85000,USD,North America,1.0,9.1,4.25,1.55,0.36,86.75999999999999,75.535,Uber Eats,14.9,17.173812619020143,13.191293945076369,30.365106564096514
RES000045,Manchester American Place 45,Local,American,-69.582118,-127.036167,Manchester,United Kingdom,2004,True,False,True,True,4,3.8,3714,Closed Temporarily,0.39,2.82,1.31,27.0,24.0,2.06,18.87,0.051,False,9.3,118.21,104.64,13.569999999999999,14.682110682000912,75,35000,GBP,Europe,1.28,0.49920000000000003,3.6096,1.6768,24.1536,151.3088,133.9392,Uber Eats UK,5.7856,3.8237035531066033,14.682110682000912,18.505814235107515
RES000046,New York Japanese Place 46,Local,Japanese,40.191584,160.246385,New York,USA,2000,True,True,True,False,2,3.9,4639,Operational,3.07,3.19,1.77,68.0,76.0,2.25,22.92,0.052,True,0.8,49.82,46.7,3.12,6.680942041093319,100,85000,USD,North America,1.0,3.07,3.19,1.77,22.92,49.82,46.7,Uber Eats,8.03,16.118024566077388,6.680942041093319,22.798966607170705
RES000047,New York Burger Place 47,Local,Burger,-58.579879,77.856411,New York,USA,1985,True,False,False,True,4,3.9,214,Operational,6.73,4.97,0.17,62.0,62.0,2.36,14.04,0.1,True,6.7,106.58166666666666,91.63166666666666,14.950000000000001,15.447749961345538,100,85000,USD,North America,1.0,6.73,4.97,0.17,14.04,106.58166666666666,91.63166666666666,DoorDash,11.87,11.136999692220366,15.447749961345538,26.584749653565904
RES000048,Mumbai Pizza Place 48,Local,Pizza,70.507769,-116.169831,Mumbai,India,2018,True,True,False,True,1,3.4,221,Operational,9.72,0.0,0.27,36.0,42.0,1.06,11.98,0.07,False,0.5,30.155714285714286,26.33285714285714,3.8228571428571425,15.016081696654233,40,15000,INR,Asia,0.012,0.11664000000000001,0.0,0.0032400000000000003,0.14376,0.36186857142857143,0.31599428571428567,Swiggy,0.11988000000000001,33.127958100136325,15.016081696654233,48.14403979679056
RES000049,Manchester Mexican Place 49,Local,Mexican,4.778616,152.150588,Manchester,United Kingdom,2000,True,False,False,True,2,4.5,3652,Operational,2.61,1.67,0.47,86.0,84.0,1.28,11.29,0.053,False,8.9,57.254999999999995,52.644999999999996,4.61,9.515240457011373,75,35000,GBP,Europe,1.28,3.3407999999999998,2.1376,0.6016,14.4512,73.2864,67.3856,Uber Eats UK,6.08,8.296218557655738,9.515240457011373,17.81145901466711
RES000050,Tokyo Japanese Place 50,Local,Japanese,11.744267,-174.119012,Tokyo,Japan,2011,True,True,False,True,4,4.8,3395,Operational,9.19,2.87,0.05,84.0,92.0,1.06,9.53,0.09,False,8.2,116.375,99.53,16.845,18.36511369062234,85,45000,JPY,Asia,0.0065,0.059734999999999996,0.018655,0.000325,0.06194499999999999,0.7564375,0.646945,Uber Eats JP,0.07871500000000001,10.406001281003018,18.36511369062234,28.77111497162536
RES000051,Tokyo Italian Place 51,Local,Italian,66.863704,144.487787,Tokyo,Japan,1959,False,False,True,True,2,3.1,3544,Operational,,,,,,,,,,3.6,,,,,85,45000,JPY,Asia,0.0065,,,,,,,Demae-can,0.0,,,
RES000052,Los Angeles French Place 52,Local,French,20.228047,46.384744,Los Angeles,USA,2013,True,False,False,False,3,3.0,1936,Operational,8.4,3.9,0.04,42.0,45.0,2.23,4.11,0.043,False,1.6,46.541666666666664,40.873333333333335,5.668333333333333,15.185808361224307,95,75000,USD,North America,1.0,8.4,3.9,0.04,4.11,46.541666666666664,40.873333333333335,Uber Eats,12.34,26.513875885109208,15.185808361224307,41.69968424633352
RES000053,Mediterranean Chain 53,Chain,Mediterranean,-5.010094,177.255666,Osaka,Japan,1969,True,False,False,False,4,4.4,1215,Operational,6.77,1.33,1.07,84.0,86.0,1.55,11.05,0.061,False,3.2,96.12875,82.61,13.518749999999999,15.516921678356526,80,40000,JPY,Asia,0.0065,0.044004999999999996,0.008645,0.006955,0.071825,0.624836875,0.536965,Demae-can,0.059605,9.539274487802135,15.516921678356526,25.056196166158664
RES000054,Osaka French Place 54,Local,French,-60.430337,148.072093,Osaka,Japan,1971,True,True,True,True,3,4.0,1098,Operational,9.8,2.87,1.93,85.0,80.0,1.03,24.07,0.018,True,4.1,76.1,66.30799999999999,9.792,15.009718849739546,80,40000,JPY,Asia,0.0065,0.0637,0.018655,0.012544999999999999,0.15645499999999998,0.4946499999999999,0.43100199999999994,Uber Eats JP,0.09490000000000001,19.18524373750382,15.009718849739546,34.19496258724337
RES000055,Delhi Burger Place 55,Local,Burger,47.076771,-141.086005,Delhi,India,1982,True,True,True,False,2,2.7,1841,Operational,5.78,4.71,0.17,68.0,73.0,2.29,19.74,0.078,True,2.4,54.12,49.92,4.2,8.413461369922649,38,14000,INR,Asia,0.012,0.06936,0.05652,0.00204,0.23687999999999998,0.64944,0.59904,Zomato,0.12791999999999998,19.696939367856352,8.413461369922649,28.110400737779003
RES000056,Los Angeles Mediterranean Place 56,Local,Mediterranean,-64.662384,20.675515,Los Angeles,USA,1984,True,False,False,False,3,2.9,1970,Operational,8.98,0.9,1.96,67.0,72.0,2.17,17.93,0.094,True,9.8,62.525,56.05833333333334,6.466666666666666,10.830663174225963,95,75000,USD,North America,1.0,8.98,0.9,1.96,17.93,62.525,56.05833333333334,Uber Eats,11.84,18.936425126966412,10.830663174225963,29.767088301192373
RES000057,Tokyo Indian Place 57,Local,Indian,-26.185224,138.479371,Tokyo,Japan,1965,False,True,True,True,3,4.2,1200,Operational,,,,,,,,,,5.1,82.95777777777778,73.08888888888889,9.868888888888888,13.061678775657178,85,45000,JPY,Asia,0.0065,,,,,0.5392255555555555,0.47507777777777777,Demae-can,0.0,0.0,13.061678775657178,13.061678775657178
RES000058,Indian Chain 58,Chain,Indian,-73.392921,5.111433,Osaka,Japan,1997,True,False,False,True,1,3.7,124,Operational,6.47,3.25,0.81,70.0,78.0,2.42,19.4,0.079,False,4.1,25.61,21.76666666666667,3.8433333333333337,16.573608416982257,80,40000,JPY,Asia,0.0065,0.042054999999999995,0.021124999999999998,0.005265,0.1261,0.166465,0.14148333333333335,Uber Eats JP,0.06844499999999999,41.11650427114245,16.573608416982257,57.690112688124714
RES000059,Rio de Janeiro Italian Place 59,Local,Italian,60.57465,61.101391,Rio de Janeiro,Brazil,1950,True,False,False,True,2,4.6,4548,Operational,5.0,1.29,0.59,20.0,27.0,1.4,22.09,0.002,True,7.3,37.723333333333336,33.163333333333334,4.56,14.506013495627226,55,11000,BRL,South America,0.18,0.8999999999999999,0.2322,0.10619999999999999,3.9762,6.7902000000000005,5.9694,Rappi,1.2384,18.238046266966172,14.506013495627226,32.744059762593395
RES000060,Osaka Mediterranean Place 60,Local,Mediterranean,-16.261997,-153.408534,Osaka,Japan,1968,True,False,False,True,2,4.7,4276,Operational,7.69,1.19,0.85,20.0,26.0,1.74,0.29,0.025,False,0.8,41.839999999999996,38.162,3.678,10.134815555672317,80,40000,JPY,Asia,0.0065,0.049985,0.007735,0.0055249999999999995,0.0018849999999999997,0.27196,0.248053,Uber Eats JP,0.063245,23.25517261666195,10.134815555672317,33.38998817233427
RES000061,Manchester American Place 61,Local,American,89.144291,-119.615056,Manchester,United Kingdom,2002,True,False,False,False,1,4.9,2263,Operational,2.3,0.81,1.0,63.0,66.0,2.41,15.86,0.038,False,5.1,24.7,22.1625,2.5375,13.435214276622567,75,35000,GBP,Europe,1.28,2.944,1.0368000000000002,1.28,20.3008,31.616,28.368000000000002,Uber Eats UK,5.260800000000001,16.639675587054796,13.435214276622567,30.074889863677363
RES000062,Mumbai Italian Place 62,Local,Italian,-81.616657,63.59683,Mumbai,India,1951,True,True,False,False,3,3.8,2150,Operational,7.16,0.09,0.74,85.0,95.0,1.68,11.4,0.063,False,3.0,73.13571428571429,63.972857142857144,9.162857142857144,15.208566355770186,40,15000,INR,Asia,0.012,0.08592000000000001,0.00108,0.00888,0.1368,0.8776285714285714,0.7676742857142858,Swiggy,0.09588,10.924882561093543,15.208566355770186,26.133448916863728
RES000063,Rio de Janeiro Indian Place 63,Local,Indian,14.82394,-64.416572,Rio de Janeiro,Brazil,1952,False,False,True,False,4,3.2,1949,Operational,,,,,,,,,,4.2,77.685,69.725,7.96,11.979759079494455,55,11000,BRL,South America,0.18,,,,,13.9833,12.550499999999998,Rappi,0.0,0.0,11.979759079494455,11.979759079494455
