Year_Month,City,Country,Events_Count,Avg_Current_Price_USD,Avg_Previous_Price_USD,Net_Monthly_Inflation_Pct,Total_Price_Hikes,Total_Price_Cuts,Period_Timestamp,Cumulative_Price_Index
2023-10,New York,USA,173,55.66121387283237,48.90231213872833,14.427713401978572,173,0,2023-10-01,387.21314688878755
2023-10,Osaka,Japan,153,0.3811319607843137,0.3326929411764706,14.63576558135368,153,0,2023-10-01,389.94096645348606
2023-10,Rio de Janeiro,Brazil,160,10.30066875,9.013544999999999,14.881397518003931,160,0,2023-10-01,388.22492165204864
2023-10,Sao Paulo,Brazil,158,11.008481012658228,9.646086075949366,14.153952384312293,158,0,2023-10-01,397.31209242371335
2023-10,Tokyo,Japan,169,0.33542692307692307,0.29002730769230767,15.804057690857054,169,0,2023-10-01,394.3126060483111
2023-11,Delhi,India,153,0.7146054901960784,0.6262807843137255,14.575031041074215,153,0,2023-11-01,448.53631659043873
2023-11,London,United Kingdom,157,76.35322292993631,67.04819363057325,14.558431158912606,157,0,2023-11-01,447.00459222902
2023-11,Los Angeles,USA,124,55.19903225806452,48.00556451612903,14.649189666360607,124,0,2023-11-01,442.1756757715296
2023-11,Manchester,United Kingdom,175,66.45343085714286,58.002066285714285,15.23236325016399,175,0,2023-11-01,450.7234997776102
2023-11,Mumbai,India,153,0.6986360784313725,0.6091756862745098,14.882472294925904,153,0,2023-11-01,450.634628289404
2023-11,New York,USA,143,64.45986013986014,56.20944055944056,14.504307844837143,143,0,2023-11-01,443.3757337292187
2023-11,Osaka,Japan,168,0.35147860119047614,0.3068827976190476,14.230303455884112,168,0,2023-11-01,445.4307492786244
2023-11,Rio de Janeiro,Brazil,161,9.911124223602485,8.641822360248447,14.81777153846154,161,0,2023-11-01,445.75120359782045
2023-11,Sao Paulo,Brazil,171,10.021726315789472,8.730210526315789,14.655525864252386,171,0,2023-11-01,455.54026889067296
2023-11,Tokyo,Japan,168,0.36995523809523806,0.3244792261904762,14.73740975388409,168,0,2023-11-01,452.4240705128695
2023-12,Delhi,India,157,0.7175816560509554,0.6271727388535032,14.587485679987495,157,0,2023-12-01,513.9664875426123
2023-12,London,United Kingdom,156,69.94395897435898,61.507282051282054,14.086161713831999,156,0,2023-12-01,509.97038195865497
2023-12,Los Angeles,USA,163,51.874355828220864,45.51472392638036,14.474700494963818,163,0,2023-12-01,506.1792805010408
2023-12,Manchester,United Kingdom,159,64.62051823899371,56.804789937106925,13.80778835559119,159,0,2023-12-01,512.9584466958162
2023-12,Mumbai,India,148,0.6898994594594594,0.6061151351351352,14.099913258308426,148,0,2023-12-01,514.1737199901106
2023-12,New York,USA,178,56.22415730337079,49.30247191011236,14.433351655522523,178,0,2023-12-01,507.3697125336101
2023-12,Osaka,Japan,157,0.40720015923566877,0.353323025477707,15.055304998643338,157,0,2023-12-01,512.4917071402635
2023-12,Rio de Janeiro,Brazil,148,10.339285135135134,9.06936081081081,14.639849285268522,148,0,2023-12-01,511.0085079918118
2023-12,Sao Paulo,Brazil,150,9.586547999999999,8.341368,14.65771958950416,150,0,2023-12-01,522.3120841219411
2023-12,Tokyo,Japan,160,0.3442944375,0.3019193125,14.209920572165714,160,0,2023-12-01,516.7131715821072
